metodo,cobertura,largura_media,largura_mediana,n_amostras
CQR 90%,0.9147286821705426,129.04916552027245,87.54102503643611,129
QR bruto 90%,0.5891472868217055,70.59409266256355,24.037864516275548,129
Fixo 90%,0.7131782945736435,88.23893531681996,88.44334832464807,129
CQR 80%,0.6976744186046512,63.65235772861268,33.4099813230275,129
QR bruto 80%,0.4573643410852713,47.08890654727473,16.81488512080086,129
Fixo 80%,0.5968992248062015,48.67119034659328,48.67214546487236,129
