data_se,y_real,y_pred,lower_bruto,upper_bruto,fase,lower_calibrado,upper_calibrado,largura_bruta,largura_calibrada,alpha
2025-08-24,19,21.469298215579936,14.48948582613839,28.30591257173789,avaliacao,0.0,60.44659899043772,13.816426745599498,60.44659899043772,0.1
2025-08-31,22,19.195519859382845,13.184364523622012,25.68041071124264,avaliacao,0.0,57.82109712994247,12.496046187620628,57.82109712994247,0.1
2025-09-07,38,24.377532613396777,14.230608072998333,28.98074492002278,avaliacao,0.0,61.12143133872261,14.750136847024446,61.12143133872261,0.1
2025-09-14,36,30.954791174837553,28.969704772822308,42.83228324413666,avaliacao,0.0,74.97296966283649,13.862578471314354,74.97296966283649,0.1
2025-09-21,36,30.90269937689143,26.852203772858264,38.880491554018164,avaliacao,0.0,71.021177972718,12.0282877811599,71.021177972718,0.1
2025-09-28,41,36.97817129915294,29.079458496032803,39.42391785582675,avaliacao,0.0,71.56460427452657,10.344459359793948,71.56460427452657,0.1
2025-10-05,44,42.00214233381742,32.487571782615014,43.88498230955763,avaliacao,0.34688536391518454,76.02566872825746,11.397410526942615,75.67878336434228,0.1
2025-10-12,36,46.859019726153186,37.096784381660605,48.44373016162012,avaliacao,4.956097962960776,80.58441658031995,11.346945779959512,75.62831861735918,0.1
2025-10-19,27,33.67233732186966,26.445264865550946,37.6313179784979,avaliacao,0.0,69.77200439719772,11.18605311294695,69.77200439719772,0.1
2025-10-26,42,30.692607295151255,22.82140731367215,37.5402628629926,avaliacao,0.0,69.68094928169242,14.718855549320448,69.68094928169242,0.1
2025-11-02,40,41.59712222366237,25.274249977943033,47.61502599582135,avaliacao,0.0,79.75571241452118,22.340776017878316,79.75571241452118,0.1
2025-11-09,27,40.214557415140746,33.43230991986665,49.274048390704316,avaliacao,1.2916235011668178,81.41473480940414,15.841738470837669,80.12311130823733,0.1
2025-11-16,28,30.19203294188315,21.188001898044284,40.300507607001144,avaliacao,0.0,72.44119402570098,19.11250570895686,72.44119402570098,0.1
2025-11-23,22,28.726263250034304,21.479512430762487,38.43510715170454,avaliacao,0.0,70.57579357040437,16.955594720942056,70.57579357040437,0.1
2025-11-30,29,24.79447312536642,13.591251467311647,35.23465950718103,avaliacao,0.0,67.37534592588085,21.64340803986938,67.37534592588085,0.1
2025-12-07,35,33.0415291135861,22.905111243452655,40.51406371779264,avaliacao,0.0,72.65475013649247,17.608952474339983,72.65475013649247,0.1
2025-12-14,24,38.515130537333455,24.115240553854818,42.385918959136234,avaliacao,0.0,74.52660537783606,18.270678405281416,74.52660537783606,0.1
2025-12-21,13,24.34701220260511,17.754878327668585,34.332553933145824,avaliacao,0.0,66.47324035184565,16.57767560547724,66.47324035184565,0.1
2025-12-28,40,24.446474480679814,19.621617031286466,35.30886434828683,avaliacao,0.0,67.44955076698666,15.687247317000367,67.44955076698666,0.1
2026-01-04,50,41.181007955698504,29.687577485896092,48.41842002485394,avaliacao,0.0,80.55910644355376,18.730842538957845,80.55910644355376,0.1
2026-01-11,57,54.47622017008673,48.56764825040531,64.54644785828738,avaliacao,16.426961831705484,96.68713427698721,15.978799607882067,80.26017244528173,0.1
2026-01-18,56,57.729377550301386,42.709068101834234,67.6762102305567,avaliacao,10.568381683134405,99.81689664925653,24.96714212872247,89.24851496612213,0.1
2026-01-25,62,54.98969294871687,43.51372321417353,60.561774268191506,avaliacao,11.373036795473702,92.70246068689133,17.048051054017975,81.32942389141763,0.1
2026-02-01,78,69.04249176005187,42.859142252359305,69.39204778123215,avaliacao,10.718455833659476,101.53273419993198,26.532905528872845,90.8142783662725,0.1
2026-02-08,96,82.2384881544397,53.10658857335515,82.2384881544397,avaliacao,20.965902154655318,114.37917457313952,29.131899581084546,93.41327241848421,0.1
2026-02-15,98,104.14988789078558,66.5021032340106,116.27467244455565,avaliacao,34.361416815310776,148.41535886325548,49.77256921054504,114.0539420479447,0.1
2026-02-22,135,109.52586287222452,70.03333971132525,111.14072036391366,avaliacao,37.892653292625425,143.2814067826135,41.107380652588404,105.38875348998806,0.1
2026-03-01,159,157.60406032480904,86.45931234251353,198.95191643982702,avaliacao,54.3186259238137,231.09260285852685,112.49260409731349,176.77397693471315,0.1
2026-03-08,189,182.87023870098886,154.67730377533175,214.44275735733237,avaliacao,122.53661735663192,246.5834437760322,59.76545358200062,124.04682641940028,0.1
2026-03-15,154,171.43260872789648,166.0722770963907,213.15190787971517,avaliacao,133.93159067769088,245.292594298415,47.07963078332446,111.36100362072412,0.1
2026-03-22,132,182.97681740628755,100.14205286832485,182.97681740628755,avaliacao,68.00136644962502,215.11750382498738,82.8347645379627,147.11613737536237,0.1
2026-03-29,113,108.46505880499662,76.94725448864604,131.51296569251096,avaliacao,44.80656806994621,163.6536521112108,54.56571120386492,118.84708404126458,0.1
2026-04-05,81,120.07894122133364,76.79531283518726,120.07894122133364,avaliacao,44.65462641648743,152.21962764003348,43.283628386146376,107.56500122354605,0.1
2026-04-12,30,82.35827734861684,65.31364562811791,106.0917555420721,avaliacao,33.17295920941808,138.23244196077192,40.77810991395418,105.05948275135384,0.1
2023-01-01,12,5.476485035266375,0.7872430512548423,10.925692303316618,calibracao,0.0,19.223240404429937,10.138449252061775,19.223240404429937,0.2
2023-01-08,20,9.858912115909927,6.697311194017618,15.791405725535277,calibracao,0.0,24.0889538266486,9.094094531517658,24.0889538266486,0.2
2023-01-15,20,16.992588337374336,12.425807990283198,18.031266518514588,calibracao,4.128259889169877,26.32881461962791,5.60545852823139,22.20055473045803,0.2
2023-01-22,16,20.026302051850585,17.480187622812284,26.20635778381512,calibracao,9.182639521698963,34.50390588492844,8.726170161002834,25.32126636322948,0.2
2023-01-29,26,22.075249038443374,15.655290191246845,25.864561228670926,calibracao,7.357742090133524,34.16210932978424,10.209271037424081,26.80436723965072,0.2
2023-02-05,58,35.148028685557115,28.940089896914184,37.18600758941323,calibracao,20.642541795800863,45.48355569052655,8.245917692499045,24.841013894725688,0.2
2023-02-12,51,61.07216199471267,38.08193685957756,75.04079873719128,calibracao,29.78438875846424,83.3383468383046,36.95886187761372,53.55395807984036,0.2
2023-02-19,46,44.25162594181532,42.86227619695617,79.75498774455343,calibracao,34.564728095842845,88.05253584566675,36.892711547597266,53.48780774982391,0.2
2023-02-26,78,69.70245189888668,47.44843458869413,69.70245189888668,calibracao,39.150886487580806,78.0,22.254017310192552,38.849113512419194,0.2
2023-03-05,94,73.59358592328874,56.071610268514,123.01847182955592,calibracao,47.77406216740068,131.31601993066926,66.94686156104191,83.54195776326858,0.2
2023-03-12,124,71.84596613892961,57.62469231947085,121.3145149618201,calibracao,49.32714421835753,129.61206306293343,63.68982264234924,80.2849188445759,0.2
2023-03-19,110,84.13720753334367,58.243902672737114,125.32582596145151,calibracao,49.94635457162379,133.62337406256484,67.08192328871439,83.67701949094103,0.2
2023-03-26,107,105.70575105858478,50.464131545018844,139.5126622862302,calibracao,42.16658344390552,147.81021038734355,89.04853074121137,105.64362694343802,0.2
2023-04-02,82,78.09667811863515,53.15116822007151,110.51275841837548,calibracao,44.85362011895819,118.8103065194888,57.36159019830397,73.95668640053061,0.2
2023-04-09,138,70.0733500122315,45.814032034413124,93.60801278639622,calibracao,37.5164839332998,101.90556088750954,47.79398075198309,64.38907695420974,0.2
2023-04-16,180,84.95587122403848,61.675951428691484,133.32325847361605,calibracao,53.37840332757816,141.6208065747294,71.64730704492456,88.24240324715123,0.2
2023-04-23,193,92.18734731188181,63.926035930650755,152.5864461822922,calibracao,55.628487829537434,160.8839942834055,88.66041025164145,105.25550645386808,0.2
2023-04-30,204,100.49650718193551,64.64639791530122,156.15136386685265,calibracao,56.3488498141879,164.44891196796596,91.50496595155143,108.10006215377805,0.2
2023-05-07,161,108.9536334588057,64.3347342379462,173.2009789622312,calibracao,56.03718613683287,181.4985270633445,108.86624472428501,125.46134092651164,0.2
2023-05-14,155,125.01984712867342,53.4413018332769,151.69993879333046,calibracao,45.14375373216358,159.9974868944438,98.25863696005356,114.85373316228021,0.2
2023-05-21,78,107.13228914388313,59.15835903548353,140.81144308452414,calibracao,50.86081093437021,149.10899118563748,81.65308404904061,98.24818025126727,0.2
2023-05-28,52,71.30599441551902,43.69775967943515,109.22368494772482,calibracao,35.40021157832183,117.52123304883814,65.52592526828967,82.12102147051631,0.2
2023-06-04,60,52.083159053870666,41.004647453635215,77.51314572250452,calibracao,32.707099352521894,85.81069382361784,36.5084982688693,53.103594471095946,0.2
2023-06-11,43,36.25993217787117,31.751420911963834,43.90382789076071,calibracao,23.453872810850513,52.20137599187403,12.152406978796876,28.747503181023518,0.2
