feature,shap_mean_abs
casos_mm4,0.37315388553660717
notif_acum_ano_lag1,0.1900025448987583
casos_lag1,0.147336411185797
precip_acum4,0.08897447754886036
temp_min_lag2,0.0788022551101039
trends_lag1,0.0676699149723296
rt_index_lag1,0.05192432230273515
precip_acum8,0.051338633108908405
temp_media_mm4,0.047661842495439394
populacao,0.044131659048951166
temp_media_lag3,0.040624075862722944
radiacao_lag2,0.03776549148787645
umidade_nasa_lag1,0.036833981334552
umidade_lag2,0.0362525795434156
temp_max_lag1,0.035460933098670225
temp_max_lag2,0.03395314119345448
receptivo_lag1,0.03249801442598179
temp_media_lag4,0.03241198130071382
casos_lag2,0.03207903242198504
temp_min_lag1,0.031577239593806844
prob_rt_maior_1_lag1,0.030298633035111554
umidade_nasa_lag2,0.029582312224735976
trends_lag2,0.029157122550955886
umidade_lag1,0.02902770231618972
oni_lag6,0.027698979202862406
casos_lag4,0.02641598575002514
nivel_alerta_lag1,0.026347609874369605
oni_lag8,0.02559595439338447
temp_media_mm8,0.0244573107920899
precip_lag3,0.024414987496879644
precip_lag2,0.023981306532416955
casos_lag3,0.023351671115775373
temp_media_lag1,0.022597480340519924
precip_lag1,0.022499484948742265
oni_lag4,0.021805275753739695
precip_lag4,0.020684601214574154
radiacao_lag1,0.018881236454922613
temp_media_lag2,0.01684677795416086
transmissao_lag1,0.004719119542146009
ndvi_lag4,0.0
evi_lag2,0.0
ndvi_lag2,0.0
fase_enso_num_lag6,0.0
fase_enso_num_lag4,0.0
ndvi_lag3,0.0
evi_lag3,0.0
