feature,shap_mean_abs
casos_mm4,0.7543884376131952
notif_acum_ano_lag1,0.078012122506691
casos_lag1,0.0684768958704463
trends_lag1,0.053532121638245736
temp_media_mm8,0.04974612657809635
trends_lag2,0.04603184192200473
temp_media_lag3,0.04565023926264775
temp_media_lag4,0.04543847583625954
oni_lag4,0.043599564051338795
temp_max_lag2,0.041672053892892566
temp_media_lag1,0.0384410715011735
temp_min_lag2,0.03751923276399769
rt_index_lag1,0.0354499594358361
umidade_lag2,0.03212336544931538
precip_lag3,0.03198455986798634
umidade_lag1,0.030497043842675396
nivel_alerta_lag1,0.0296856075494665
temp_max_lag1,0.028776115136342453
temp_media_lag2,0.02801495799262899
prob_rt_maior_1_lag1,0.02776425422832051
casos_lag4,0.02601563485721529
casos_lag3,0.02560334935705921
casos_lag2,0.025473816144836438
temp_min_lag1,0.025419391045891443
precip_acum8,0.024248719063216045
temp_media_mm4,0.02343963604416806
umidade_nasa_lag1,0.021436114285063507
oni_lag8,0.020618361136153337
precip_lag1,0.020395637096954456
precip_lag4,0.01932476362780239
oni_lag6,0.01921897787477525
precip_lag2,0.017167550847053764
radiacao_lag2,0.01686528461711517
radiacao_lag1,0.016703944135379203
precip_acum4,0.01582488586204698
umidade_nasa_lag2,0.01502935136977173
populacao,0.0064612633749029
receptivo_lag1,0.0023999788885623397
transmissao_lag1,0.0
ndvi_lag4,0.0
evi_lag2,0.0
ndvi_lag2,0.0
fase_enso_num_lag6,0.0
fase_enso_num_lag4,0.0
ndvi_lag3,0.0
evi_lag3,0.0
