feature,shap_mean_abs
casos_mm4,0.7214069295501999
notif_acum_ano_lag1,0.13092830564564298
trends_lag2,0.07471209082579897
temp_min_lag2,0.06844594866070672
temp_media_lag3,0.04720690396688234
prob_rt_maior_1_lag1,0.0450685974360405
umidade_lag1,0.04487115624196407
umidade_lag2,0.04235396989819029
temp_media_lag4,0.03884745106869825
rt_index_lag1,0.038682004910743174
temp_media_mm8,0.03838814760438826
nivel_alerta_lag1,0.03668063439696564
casos_lag1,0.03665316737675795
precip_acum4,0.03536496874536414
umidade_nasa_lag2,0.03430677683882783
oni_lag4,0.032377636100203236
trends_lag1,0.03051590056332932
temp_max_lag2,0.029150938459340508
radiacao_lag2,0.028656820957706896
casos_lag2,0.026631428072523472
precip_lag4,0.026012757161228976
temp_media_mm4,0.025399216479649798
casos_lag3,0.02520107602353978
temp_media_lag2,0.025057971576851697
temp_max_lag1,0.024907469398097636
umidade_nasa_lag1,0.023494996407184682
casos_lag4,0.023282281831082285
temp_min_lag1,0.023087785873158507
precip_acum8,0.02182803159060952
temp_media_lag1,0.021246055027977176
precip_lag1,0.020176389012840922
precip_lag2,0.019559721724423215
oni_lag8,0.019138145963833293
oni_lag6,0.018219406046150268
radiacao_lag1,0.015908066445484828
populacao,0.013859936129741065
precip_lag3,0.012163063075222646
receptivo_lag1,0.0034710512274984595
transmissao_lag1,0.00038677801237145515
ndvi_lag4,0.0
evi_lag2,0.0
ndvi_lag2,0.0
fase_enso_num_lag6,0.0
fase_enso_num_lag4,0.0
ndvi_lag3,0.0
evi_lag3,0.0
