feature,shap_mean_abs
notif_acum_ano_lag1,0.3885430398166523
precip_acum8,0.334561353549617
populacao,0.170918368619771
casos_mm4,0.08540645773423372
precip_lag2,0.07727334248112468
temp_max_lag2,0.06632610834029395
temp_min_lag1,0.058330624434727606
temp_media_mm8,0.054958037386368896
oni_lag4,0.053783133223793675
precip_acum4,0.05220555363541599
nivel_alerta_lag1,0.050935843578460704
temp_min_lag2,0.04312204568727865
rt_index_lag1,0.04201382112728005
umidade_lag1,0.04190472014594882
casos_lag4,0.040569829142447285
umidade_lag2,0.038898765213328954
umidade_nasa_lag2,0.03681724454183835
temp_max_lag1,0.03588600527091744
prob_rt_maior_1_lag1,0.034982193493275485
radiacao_lag2,0.03480511015034438
temp_media_mm4,0.034411898300529764
trends_lag2,0.033963545197590594
trends_lag1,0.03379589774113019
temp_media_lag1,0.03179883619997576
temp_media_lag3,0.030504350464389457
casos_lag2,0.02976477429020148
oni_lag6,0.028463460412967823
temp_media_lag2,0.02420519419792236
temp_media_lag4,0.02392676646082402
casos_lag3,0.023660160519101834
oni_lag8,0.022966018280960634
radiacao_lag1,0.02224721974002939
precip_lag3,0.020560585724321727
umidade_nasa_lag1,0.01914522321426555
precip_lag4,0.018713229087282894
precip_lag1,0.017760677646968304
casos_lag1,0.017710021391030967
receptivo_lag1,0.008234978079259067
transmissao_lag1,0.0
ndvi_lag4,0.0
evi_lag2,0.0
ndvi_lag2,0.0
fase_enso_num_lag6,0.0
fase_enso_num_lag4,0.0
ndvi_lag3,0.0
evi_lag3,0.0
