feature,shap_mean_abs
casos_mm4,0.6147595684096676
notif_acum_ano_lag1,0.08968641654115184
trends_lag2,0.07752533202800878
temp_min_lag2,0.054208976780268425
prob_rt_maior_1_lag1,0.044169759620308294
umidade_lag1,0.04386649395275312
temp_media_lag3,0.04206948247121891
rt_index_lag1,0.041103934734878715
umidade_lag2,0.04042347685308078
nivel_alerta_lag1,0.03953491191689145
precip_acum4,0.037072794778911164
casos_lag1,0.03567290470835586
temp_media_lag4,0.03499297667075236
temp_media_mm8,0.03427477092487243
oni_lag4,0.03282693139479423
temp_max_lag2,0.03069515276941698
trends_lag1,0.029234035099839326
umidade_nasa_lag2,0.028499893171831873
radiacao_lag2,0.026621501951440463
temp_max_lag1,0.026118870485226642
precip_lag4,0.025912667609032543
precip_lag1,0.025780716431484337
casos_lag4,0.025778212832523694
temp_media_mm4,0.025108408311211392
temp_media_lag2,0.023669451984533407
casos_lag3,0.023461805165449136
precip_acum8,0.022764643218799584
temp_min_lag1,0.02258203843651403
oni_lag6,0.02146834526461757
casos_lag2,0.021250882715844195
temp_media_lag1,0.01988462517011456
umidade_nasa_lag1,0.019542520072619408
precip_lag2,0.0191717000720249
radiacao_lag1,0.017499643182801228
oni_lag8,0.015648730840193737
precip_lag3,0.012484766239015238
populacao,0.00803848977096356
receptivo_lag1,0.0037996417911574593
transmissao_lag1,0.00043535749459719516
ndvi_lag4,0.0
evi_lag2,0.0
ndvi_lag2,0.0
fase_enso_num_lag6,0.0
fase_enso_num_lag4,0.0
ndvi_lag3,0.0
evi_lag3,0.0
