feature,shap_mean_abs
casos_mm4,0.6680832489799352
notif_acum_ano_lag1,0.11030736109339741
trends_lag2,0.07611871142690395
temp_min_lag2,0.061327462720487634
temp_media_lag3,0.04463819321905062
prob_rt_maior_1_lag1,0.044619178528174416
umidade_lag1,0.04436882509735858
umidade_lag2,0.04138872337563548
rt_index_lag1,0.039892969822810924
nivel_alerta_lag1,0.03810777315692853
temp_media_lag4,0.036920213869725424
temp_media_mm8,0.03633145926463035
precip_acum4,0.0362188817621376
casos_lag1,0.03616303604255687
oni_lag4,0.032602283747498725
umidade_nasa_lag2,0.03140333500532983
temp_max_lag2,0.02992304561437874
trends_lag1,0.029874967831584335
radiacao_lag2,0.02763916145457366
precip_lag4,0.02596271238513075
temp_max_lag1,0.02551316994166214
temp_media_mm4,0.025253812395430585
casos_lag4,0.024530247331802993
temp_media_lag2,0.02436371178069252
casos_lag3,0.024331440594494446
casos_lag2,0.0239411553941838
precip_lag1,0.022978552722162652
temp_min_lag1,0.02283491215483626
precip_acum8,0.022296337404704544
umidade_nasa_lag1,0.021518758239902073
temp_media_lag1,0.020565340099045856
oni_lag6,0.019843875655383925
precip_lag2,0.019365710898224083
oni_lag8,0.017393438402013524
radiacao_lag1,0.016703854814142993
precip_lag3,0.012323914657118962
populacao,0.010949212950352304
receptivo_lag1,0.003635346509327953
transmissao_lag1,0.0004110677534843254
ndvi_lag4,0.0
evi_lag2,0.0
ndvi_lag2,0.0
fase_enso_num_lag6,0.0
fase_enso_num_lag4,0.0
ndvi_lag3,0.0
evi_lag3,0.0
