feature,shap_mean_abs
notif_acum_ano_lag1,0.4461494590793537
precip_acum8,0.32128806152598555
populacao,0.18632404368004096
casos_mm4,0.08611240002935748
precip_lag2,0.07623680322531957
temp_max_lag2,0.06265259140985142
temp_media_mm8,0.06086007031167844
nivel_alerta_lag1,0.052133836507882995
temp_min_lag1,0.05120683268316718
oni_lag4,0.05075777709924328
precip_acum4,0.047769301838152166
umidade_lag1,0.044283868286539026
umidade_lag2,0.042592817036646996
temp_min_lag2,0.041965766148495044
rt_index_lag1,0.04012638598673829
umidade_nasa_lag2,0.037920378890023115
temp_media_mm4,0.037151707799707445
trends_lag1,0.03713149858212559
temp_max_lag1,0.036621706158621176
prob_rt_maior_1_lag1,0.03591336816050929
temp_media_lag1,0.03579037041752092
trends_lag2,0.03561467505188756
casos_lag4,0.033707717302153134
radiacao_lag2,0.033514787286602954
temp_media_lag3,0.03327777968381156
casos_lag2,0.03197974375487472
oni_lag6,0.02873650313153374
temp_media_lag4,0.02622497159051225
temp_media_lag2,0.023261281941976606
oni_lag8,0.02313835837907582
casos_lag3,0.023078877934846403
radiacao_lag1,0.02237949313602579
precip_lag3,0.02098824463650434
umidade_nasa_lag1,0.01909694479843947
precip_lag1,0.01837303681453719
precip_lag4,0.01836425753516981
casos_lag1,0.017769444797227137
receptivo_lag1,0.00804333171556157
transmissao_lag1,0.0
ndvi_lag4,0.0
evi_lag2,0.0
ndvi_lag2,0.0
fase_enso_num_lag6,0.0
fase_enso_num_lag4,0.0
ndvi_lag3,0.0
evi_lag3,0.0
